pagamento_id,cliente_id,valor,data_pagamento
931,931,481.46,2025-03-08
932,932,153.76,2025-03-19
933,933,761.53,2025-03-26
934,934,851.47,2025-03-10
935,935,250.83,2025-01-08
936,936,681.71,2025-02-25
937,937,379.76,2025-02-27
938,938,301.39,2025-02-10
939,939,393.63,2025-03-23
940,940,514.00,2025-03-18
941,941,416.47,2025-02-22
942,942,951.78,2025-04-08
943,943,598.58,2025-01-23
944,944,773.29,2025-04-11
945,945,579.12,2025-01-05
946,946,680.37,2025-01-17
947,947,919.39,2025-02-17
948,948,579.15,2025-01-10
949,949,398.00,2025-01-17
950,950,646.06,2025-01-28
951,951,605.93,2025-02-18
952,952,291.21,2025-03-31
953,953,323.67,2025-04-13
954,954,137.86,2025-01-21
955,955,226.86,2025-01-15
956,956,86.05,2025-01-20
957,957,853.96,2025-01-13
958,958,649.07,2025-02-20
959,959,668.32,2025-02-01
960,960,809.20,2025-02-23
961,961,499.53,2025-01-06
962,962,826.66,2025-03-29
963,963,333.03,2025-02-28
964,964,431.84,2025-02-16
965,965,721.59,2025-03-01
966,966,636.90,2025-04-04
967,967,56.41,2025-02-26
968,968,968.02,2025-01-23
969,969,566.41,2025-01-15
970,970,402.40,2025-02-07
971,971,376.10,2025-01-13
972,972,574.35,2025-01-12
973,973,680.75,2025-02-26
974,974,645.93,2025-02-07
975,975,779.68,2025-04-05
976,976,574.09,2025-03-22
977,977,214.97,2025-03-22
978,978,322.25,2025-01-30
979,979,325.15,2025-02-08
980,980,668.17,2025-03-20
981,981,203.76,2025-03-17
982,982,598.02,2025-01-18
983,983,967.90,2025-02-28
984,984,441.67,2025-01-21
985,985,331.70,2025-01-27
986,986,665.36,2025-01-09
987,987,399.37,2025-02-02
988,988,999.91,2025-03-28
989,989,407.91,2025-03-12
990,990,532.62,2025-01-12
991,991,838.69,2025-02-18
992,992,839.16,2025-02-07
993,993,716.52,2025-03-15
994,994,714.57,2025-02-13
995,995,992.08,2025-03-09
996,996,553.23,2025-01-31
997,997,982.94,2025-01-03
998,998,440.41,2025-02-01
999,999,797.29,2025-02-08
1000,1000,858.59,2025-01-24
